IDCARNET_ACTIVITE;IDPERSONNEL;IDOFFRES;SEMAINE;DATE_CONTRAT;TEMPS_EXTER;TEMPS_BUREAU;KILOMETRAGES;REFERENCE;MONTANT;TRANSPORT;KMTRANSPORT;NBRETRANSPORT;JUSTIFTRANS;MTTRANSPORT;PERDIEM;NBREPERDIEM;DERNIERJOUR;JUSTIFPERDIEM;FRAISDIVERS;JUSTIFDIVERS;MTFRAISDIVERS;AVANCES;MT_LOCATION;NBREPAS;NBRENUITE;JUSTIFREPAS;JUSTIFNUITE;JUSTIFDEMARCHES;VISAING;VISARES
0;0;0;0;;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;1
73;47;191;5;05/02/2010;;;;;0,000000;Forfaits d‚placements;1;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
74;47;992;6;09/02/2010;;;;;0,000000;Voiture;54;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
75;47;362;6;12/02/2010;;;;;0,000000;Forfaits d‚placements;1;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
76;47;191;7;15/02/2010;;;;;0,000000;Forfaits d‚placements;1;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
77;47;362;8;23/02/2010;;;;;0,000000;Forfaits d‚placements;1;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
78;47;156;7;17/02/2010;;;;;0,000000;Voiture;132;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
79;47;54;8;22/02/2010;;;;;0,000000;Forfaits d‚placements;1;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
80;47;992;8;23/02/2010;;;;;0,000000;Voiture;54;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
81;47;950;7;19/02/2010;;;;;0,000000;Voiture;54;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
82;47;191;8;23/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
83;47;191;8;26/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
102;26;201;6;12/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
105;34;0;6;08/02/2010;;;;;0,000000;Voiture;690;0;;0,000000;PerdiŠme Afrique /Jour;0;0;;;;0,000000;0,000000;0,000000;2;1;;;;0;0
106;34;975;6;09/02/2010;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
107;34;1064;6;11/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
108;34;332;6;11/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
109;34;958;6;12/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
110;34;138;7;16/02/2010;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;2;1;;;;0;0
111;34;138;7;17/02/2010;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
112;34;332;8;25/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
113;34;37;8;26/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
114;34;555;8;28/02/2010;;;;;0,000000;Avion / Train ( avec facture);0;0;;10 000,000000;PerdiŠme Afrique /Jour;5;1;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
115;34;391;10;09/03/2010;;;;;0,000000;Forfaits d‚placements;690;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
116;34;332;10;09/03/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
120;51;143;6;09/02/2010;;;;;0,000000;3000;0;0;;0,000000;;0;0;;Frais de transport ;;3 000,000000;0,000000;0,000000;0;0;;;;0;0
121;51;95;6;08/02/2010;;;;;0,000000;Forfaits d‚placements;0;0;;0,000000;;0;0;;Frais de transport ;;3 000,000000;0,000000;0,000000;0;0;;;;0;0
122;51;2544;47;23/11/2010;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;1
123;46;2433;33;19/08/2010;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;3;1;;;;1;0
124;46;0;5;01/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
125;46;978;6;09/02/2010;;;;;0,000000;Voiture;65;0;PV;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;PV;;;0;0
126;46;491;6;12/02/2010;;;;;0,000000;Voiture;35;0;PV;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;PV;;;0;0
127;46;0;7;15/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
128;46;468;7;16/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
129;51;988;6;11/02/2010;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
130;51;988;10;12/03/2010;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
131;46;923;7;17/02/2010;;;;;0,000000;Voiture;55;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;PV;;;0;0
133;46;44;8;22/02/2010;;;;;0,000000;Voiture;65;0;PV;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;PV;;;0;0
135;46;491;8;24/02/2010;;;;;0,000000;Voiture;35;0;PV;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;PV;;;0;0
137;46;468;8;24/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;PV;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
145;42;0;18;03/05/2010;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
147;46;906;12;25/03/2010;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;6;2;PV;PV;;0;0
148;42;483;9;01/03/2010;;;;;0,000000;Voiture;49;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;ALPAGES - EMG- ESCI SVTP- ALPAGES-HENAN CHINE- ALPAGES;0;0
150;14;482;5;05/02/2010;;;;;0,000000;Voiture;42;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;Offre ICS Mbao ;0;0
151;14;482;6;08/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;SONATEL;0;0
152;14;482;6;08/02/2010;;;;;0,000000;Voiture;42;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;ICS Mbao;0;0
153;14;482;6;09/02/2010;;;;;0,000000;Voiture;56;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;SOCOCIM;0;0
155;14;555;6;09/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
156;14;482;6;10/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;CBAO;0;0
157;14;482;6;10/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;NOVOTEL;0;0
158;14;482;6;10/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Technosud;0;0
159;14;482;6;11/02/2010;;;;;0,000000;Voiture;40;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;SAR;0;0
160;14;481;6;11/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;CICES;0;0
161;14;482;6;11/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;DTD;0;0
162;14;482;6;12/02/2010;;;;;0,000000;Voiture;40;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;NESTLE;0;0
163;14;482;6;12/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;PULLMAN;0;0
164;14;482;7;15/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;IPRES;0;0
165;14;482;7;15/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;NOVOTEL;0;0
166;14;482;7;15/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;TOTAL Mbao;0;0
167;14;482;7;16/02/2010;;;;;0,000000;Voiture;270;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;Offre ICS Mines;0;0
168;14;482;7;17/02/2010;;;;;0,000000;Voiture;56;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;SOCOCIM;0;0
169;14;1064;7;17/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
170;14;173;7;17/02/2010;;;;;0,000000;Forfaits d‚placements;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
171;14;482;7;18/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;NESTLE;0;0
172;14;1010;7;18/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
173;14;482;7;19/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;ASECNA;0;0
174;14;946;7;19/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
176;51;984;7;17/02/2010;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
177;51;984;7;18/02/2010;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
178;51;984;7;19/02/2010;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
179;51;984;8;22/02/2010;;;;;0,000000;Forfaits d‚placements;0;0;;0,000000;;0;0;;Frais de transport ;;3 000,000000;0,000000;0,000000;1;0;;;;0;0
180;51;984;8;23/02/2010;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
182;51;984;8;24/02/2010;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
183;51;984;8;25/02/2010;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
184;51;984;8;26/02/2010;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
185;14;482;7;19/02/2010;;;;;0,000000;Voiture;40;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;LA ROCHETTE DAKAR;0;0
186;14;481;8;22/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;MYR Consulting Qualit‚;0;0
187;14;482;8;22/02/2010;;;;;0,000000;Voiture;56;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;SOCOCIM;0;0
188;14;984;8;23/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
189;14;482;8;23/02/2010;;;;;0,000000;Voiture;42;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;ICS Mbao;0;0
190;14;173;8;24/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
191;14;981;8;24/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
192;14;482;8;25/02/2010;;;;;0,000000;Voiture;42;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;SAR;0;0
193;14;482;8;25/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;IPRES;0;0
194;14;482;8;26/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;NOVOTEL;0;0
195;14;482;7;19/02/2010;;;;;0,000000;Voiture;170;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;KIRENE SIAGRO;0;0
197;26;201;5;02/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
198;26;139;5;02/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
201;26;201;5;04/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
202;26;201;6;08/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
203;26;130;6;10/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
204;26;1272;6;10/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
205;26;989;6;11/02/2010;;;;;0,000000;Forfaits d‚placements;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
206;26;996;6;13/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
207;26;996;7;15/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
208;26;201;7;17/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
209;28;173;9;01/03/2010;;;;;0,000000;Voiture;18;0;;0,000000;;0;0;;Frais de transport ;;0,000000;0,000000;0,000000;0;0;;;;0;0
210;28;922;9;01/03/2010;;;;;0,000000;Voiture;17;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
211;28;143;9;01/03/2010;;;;;0,000000;Voiture;15;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
212;28;482;9;02/03/2010;;;;;0,000000;Voiture;16;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Cabinet tabakh et autres;0;0
214;28;1025;9;03/03/2010;;;;;0,000000;Voiture;50;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
215;28;1238;9;03/03/2010;;;;;0,000000;Voiture;16;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
216;28;482;9;04/03/2010;;;;;0,000000;Voiture;18;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Rachelle pour offre;0;0
217;28;482;9;05/03/2010;;;;;0,000000;Voiture;18;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Tabakh et caninet Wagui DIOP pour offre;0;0
218;28;482;9;06/03/2010;;;;;0,000000;Voiture;450;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;"Rencontre avec le fils de serigne Fallou Mback‚ pour la construction de la grande mosqu‚e.
Recouvrement Touba Materiaux";0;0
219;28;500;10;08/03/2010;;;;;0,000000;Voiture;18;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
220;28;1035;10;08/03/2010;;;;;0,000000;Voiture;15;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
221;28;481;10;10/03/2010;;;;;0,000000;Voiture;15;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;PAM pour signature contrat;0;0
222;28;482;10;10/03/2010;;;;;0,000000;Voiture;16;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;UNICEF pour offre Diagnostic;0;0
223;28;482;10;10/03/2010;;;;;0,000000;Voiture;8;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;OXFAM pour offre local d‚pot;0;0
224;28;1025;10;11/03/2010;;;;;0,000000;Voiture;18;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
225;28;389;10;11/03/2010;;;;;0,000000;Voiture;15;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
226;28;482;10;11/03/2010;;;;;0,000000;Voiture;15;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;Croix rouge pour offre de Diagnostic;0;0
227;28;482;10;11/03/2010;;;;;0,000000;Voiture;10;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Cabinet Wagui DIOP pour COPES;0;0
228;28;481;10;12/03/2010;;;;;0,000000;Voiture;18;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;Signature contrat avec Ndiambour SA;0;0
229;28;114;11;15/03/2010;;;;;0,000000;Voiture;15;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
230;28;1238;11;15/03/2010;;;;;0,000000;Voiture;17;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
231;28;226;11;15/03/2010;;;;;0,000000;Voiture;16;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
232;28;1025;11;16/03/2010;;;;;0,000000;Voiture;17;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
233;28;500;11;16/03/2010;;;;;0,000000;Voiture;16;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
234;26;482;7;18/02/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;SOGECAM;0;0
235;28;483;11;17/03/2010;;;;;0,000000;Voiture;17;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Rachelle pour payement avance de d‚marrage;0;0
236;28;1238;11;17/03/2010;;;;;0,000000;Voiture;17;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
237;28;134;11;17/03/2010;;;;;0,000000;Voiture;16;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
238;28;482;11;17/03/2010;;;;;0,000000;Voiture;15;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;Pour offre horizon bleu;0;0
240;26;957;11;20/03/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
241;47;1017;13;02/04/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
242;47;362;14;06/04/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
243;47;928;14;06/04/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
254;51;143;9;01/03/2010;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
255;51;185;9;04/03/2010;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport /taxi;;3 000,000000;0,000000;0,000000;0;0;;;;0;0
256;51;108;11;15/03/2010;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;0,000000;0,000000;0,000000;1;0;;;;0;0
263;51;993;13;30/03/2010;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
264;47;2356;14;07/04/2010;;;;;0,000000;Voiture;172;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
265;47;990;14;07/04/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
266;47;2355;14;08/04/2010;;;;;0,000000;Forfaits d‚placements;0;3;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
267;47;2355;14;09/04/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
269;53;482;35;01/09/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
270;53;482;35;01/09/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
271;53;482;35;02/09/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
272;26;46;9;04/03/2010;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;5;2;;;;0;0
273;26;201;15;12/04/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
274;28;482;11;20/03/2010;;;;;0,000000;Voiture;10;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Rencontre avec les enseignants  pour construire leur cit‚;0;0
275;28;482;12;23/03/2010;;;;;0,000000;Voiture;12;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Paul Libens pour offre de 160 immeubles RDC+2;0;0
276;28;483;12;23/03/2010;;;;;0,000000;Voiture;15;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;Touba Materiaux;0;0
277;28;1025;12;24/03/2010;;;;;0,000000;Voiture;16;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
278;28;500;12;24/03/2010;;;;;0,000000;Voiture;16;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
279;28;1401;12;24/03/2010;;;;;0,000000;Voiture;12;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
281;28;143;12;24/03/2010;;;;;0,000000;Voiture;15;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;0;0
283;28;1685;12;25/03/2010;;;;;0,000000;Voiture;536;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;3;1;;;;0;0
284;28;1025;13;31/03/2010;;;;;0,000000;Voiture;16;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
285;28;500;13;31/03/2010;;;;;0,000000;Voiture;16;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
288;42;483;9;02/03/2010;;;;;0,000000;Voiture;42;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;ALPAGES-SATTAR BTP -ECAV-SCI TAWFIKH-COSE SARL-ASS-ALPAGES;0;0
289;37;483;9;01/03/2010;;;;;0,000000;Voiture;58;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;"ALPAGES-SONACOS-SICAP-ALPAGES-MULTELEC-
ALPAGES-JUMENI-ALPAGES";0;0
290;42;483;9;03/03/2010;;;;;0,000000;Voiture;45;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;ALPAGES - ARCADES-BHS-SERA-GAU -ALPAGES-SIPRES-SATTAR IMMO-ALPAGES;0;0
291;42;482;9;04/03/2010;;;;;0,000000;Voiture;39;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;ALPAGES-SAPCO-TOTALSENEGAL-SOTRACOM-PCRPE-CICES-ALPAGES;0;0
292;42;482;9;05/03/2010;;;;;0,000000;Voiture;41;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;ALPAGES-ESCI-DCES-SGBS-ALPAGES-MAITRE DIAWARA DIAGNE(NOTAIRE)-SEBO DAKAR ;0;0
293;42;482;10;08/03/2010;;;;;0,000000;Voiture;49;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;ALPAGES-ECOBANK-SPP-ASER-SOTRACOM-GAU-CONCEPT 3D-ALPAGES;0;0
294;42;483;10;09/03/2010;;;;;0,000000;Voiture;44;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;ALPAGES-SAGEF-KHARAFI &SON -TECHBAT-SICS-CICES-ALPAGES- ALPAGES;0;0
295;47;992;15;12/04/2010;;;;;0,000000;Voiture;54;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
296;47;1017;15;12/04/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
297;47;191;15;12/04/2010;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;0;0
298;42;483;10;10/03/2010;;;;;0,000000;Voiture;40;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;ALPAGES-ESCI-NVELLE DESTINATION-SAPCO-IBAT-SATTAR BTP-DCES- SOTRACOM -ALPAGES;0;0
299;42;482;10;11/03/2010;;;;;0,000000;Voiture;41;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;ALPAGES-ASS-UNESCO-ALPAGES-OXFAM-BHS-PCRPE-COSE SARL-ALPAGES;0;0
300;42;483;10;12/03/2010;;;;;0,000000;Voiture;43;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;ALPAGES-ECAV-SCI TAWFIKH-WARDAS SENEGAL-CABINET TABAKH- ALPAGES;0;0
301;37;483;9;02/03/2010;;;;;0,000000;Voiture;60;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;"ALPAGES-PROCURE-ALPAGES-CEC-ALPAGES
EQUIPEMENT LAHAT- ALPAGES";0;0
