IDCARNET_ACTIVITE;IDPERSONNEL;IDOFFRES;SEMAINE;DATE_CONTRAT;TEMPS_EXTER;TEMPS_BUREAU;KILOMETRAGES;REFERENCE;MONTANT;TRANSPORT;KMTRANSPORT;NBRETRANSPORT;JUSTIFTRANS;MTTRANSPORT;PERDIEM;NBREPERDIEM;DERNIERJOUR;JUSTIFPERDIEM;FRAISDIVERS;JUSTIFDIVERS;MTFRAISDIVERS;AVANCES;MT_LOCATION;NBREPAS;NBRENUITE;JUSTIFREPAS;JUSTIFNUITE;JUSTIFDEMARCHES;VISAING;VISARES
5115;46;481;1;04/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;REUNION SUR HOTEL DE VILLE DE KAFFRINE;1;0
5116;46;2868;1;05/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5117;46;332;1;05/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5118;46;2934;1;06/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5119;46;951;1;07/01/2012;;;;;0,000000;Voiture;460;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5120;46;2348;2;09/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5121;46;964;2;09/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5122;46;2918;2;10/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5123;46;2868;2;11/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5124;46;482;2;13/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;visa de plan cstp;1;0
5125;46;1280;3;16/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5126;46;481;3;18/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;REUNION AGETIP;1;0
5127;47;1765;1;02/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5128;47;2063;1;02/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5129;47;994;1;02/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5130;47;2585;1;02/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5131;47;1765;1;05/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5132;47;2934;3;17/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5133;47;2827;3;18/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5134;47;1765;3;20/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5135;46;2851;3;19/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5136;46;332;3;19/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5137;47;2474;3;20/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5138;46;2918;3;20/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5139;47;481;3;19/01/2012;;;;;0,000000;Forfaits d‚placements;0;2;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;voiture avec Eumeu;1;0
5140;46;2348;3;20/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5141;47;481;4;24/01/2012;;;;;0,000000;Forfaits d‚placements;0;2;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Voiture avec Eumeu;1;0
5142;46;481;3;20/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;batterie fournauto;1;0
5143;46;482;3;20/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;visa de plan cstp;1;0
5144;46;899;4;23/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5145;46;2570;4;25/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5146;47;2924;4;25/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5147;46;2617;4;23/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5148;46;2868;4;26/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5149;46;481;5;30/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;vidange voiture;1;0
5150;46;2449;5;31/01/2012;;;;;0,000000;Voiture;50;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5151;47;2390;4;26/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5152;47;2827;4;26/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5153;47;1402;5;30/01/2012;;;;;0,000000;Voiture;145;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5155;36;2877;7;13/02/2012;;;;;0,000000;Forfaits d‚placements;0;1;Dalle de compression plancher haut RDC;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5156;23;2905;1;02/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5164;57;2700;12;19/03/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5168;29;1737;1;02/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;3 000,000000;0,000000;0,000000;0;0;;;;1;0
5169;29;191;1;02/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;2 000,000000;0,000000;0,000000;0;0;;;;1;0
5170;29;964;1;03/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;2 500,000000;0,000000;0,000000;0;0;;;;1;0
5171;29;1403;1;04/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;3 000,000000;0,000000;0,000000;0;0;;;;1;0
5172;29;923;1;05/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5173;29;2872;1;06/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;3 500,000000;0,000000;0,000000;0;0;;;;1;0
5174;29;2449;2;09/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5175;29;343;2;09/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;4 000,000000;0,000000;0,000000;0;0;;;;1;0
5176;29;961;2;10/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;3 000,000000;0,000000;0,000000;0;0;;;;1;0
5177;29;54;2;10/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;2 000,000000;0,000000;0,000000;0;0;;;;1;0
5178;29;944;2;11/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;4 000,000000;0,000000;0,000000;0;0;;;;1;0
5179;29;2843;2;12/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5180;29;2896;2;13/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;4 000,000000;0,000000;0,000000;0;0;;;;1;0
5181;29;1019;2;13/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;3 000,000000;0,000000;0,000000;0;0;;;;1;0
5182;29;2570;3;16/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5183;29;970;3;17/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;3 000,000000;0,000000;0,000000;0;0;;;;1;0
5184;29;2449;3;18/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5185;29;1019;3;19/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;3 000,000000;0,000000;0,000000;0;0;;;;1;0
5186;29;2872;3;19/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;3 000,000000;0,000000;0,000000;0;0;;;;1;0
5187;29;2390;3;20/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;3 000,000000;0,000000;0,000000;0;0;;;;1;0
5188;29;923;4;23/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5189;29;1737;4;24/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;3 000,000000;0,000000;0,000000;1;0;;;;1;0
5190;29;2934;4;25/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;2 000,000000;0,000000;0,000000;0;0;;;;1;0
5191;29;989;4;26/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;2 000,000000;0,000000;0,000000;0;0;;;;1;0
5192;29;926;4;27/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5193;29;2449;5;30/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5194;29;1019;5;30/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;3 000,000000;0,000000;0,000000;0;0;;;;1;0
5195;29;0;5;31/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5196;29;1016;2;12/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;3 000,000000;0,000000;0,000000;0;0;;;;1;0
5197;29;2741;3;17/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;3 000,000000;0,000000;0,000000;0;0;;;;1;0
5198;29;1765;4;27/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;3 000,000000;0,000000;0,000000;0;0;;;;1;0
5199;29;79;1;02/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;3 000,000000;0,000000;0,000000;0;0;;;;1;0
5200;29;1403;2;09/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;3 000,000000;0,000000;0,000000;0;0;;;;1;0
5201;29;937;3;18/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;2 500,000000;0,000000;0,000000;0;0;;;;1;0
5202;29;2776;5;30/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;Frais de transport ;;3 000,000000;0,000000;0,000000;0;0;;;;1;0
5203;35;481;1;06/01/2012;;;;;0,000000;Voiture;150;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Alpages-GW;1;0
5204;35;481;2;15/01/2012;;;;;0,000000;Voiture;210;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Alpages-Gw;1;0
5205;35;481;2;10/01/2012;;;;;0,000000;Forfaits d‚placements;1;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;IPRES Point E(cotisation solde 4e tr avec plusieurs chq & demande attestation);1;0
5206;35;481;3;21/01/2012;;;;;0,000000;Voiture;180;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Alpages-GW;1;0
5207;35;481;3;16/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;CSS (Cotisation4e TR, demande attestation +R‚cap annuelle);1;0
5208;35;481;3;17/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;DGID foire (Taxe publicit‚ 2011 d‚p“t);1;0
5209;35;481;3;18/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;DGID (Solde aff. VRS 2009 avec chef bureau recouvrement);1;0
5210;35;481;3;19/01/2012;;;;;0,000000;Forfaits d‚placements;0;2;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Mr Bolou fiscaliste (aff. ing‚nieur Niger, Bissau, Mauritanie);1;0
5211;35;482;3;20/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;DGID (convention UEMOA aff. ing‚nieurs Niger, Bissau, Mauritanie);1;0
5212;35;481;4;28/01/2012;;;;;0,000000;Voiture;180;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Alpages-GW;1;0
5213;35;481;4;25/01/2012;;;;;0,000000;Forfaits d‚placements;1;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Ipres (attestation retrait);1;0
5214;35;481;4;27/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Mr Boulos (RV pour fiscalit‚ ing‚nieurs ‚trangers);1;0
5215;35;481;5;31/01/2012;;;;;0,000000;Voiture;60;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Alpages-GW;1;0
5216;35;482;5;30/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;DGID (Nouveau formulaire Etat 1024);1;0
5217;35;481;5;31/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;DGID (d‚p“t ‚tat 1024);1;0
5218;36;2916;7;14/02/2012;;;;;0,000000;Voiture;0;0;Voyage avec Eumeu en plus CE Fatick et Koungheul;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;Voyage r‚alis‚ en mˆme temps que CE 500 m3 Fatick ;Tourn‚e en 2 jours;;1;0
5219;36;2902;7;15/02/2012;;;;;0,000000;Voiture;0;0;R‚ceptions fonds fouilles Fatick et Koungheul;0,000000;;0;0;;;;0,000000;0,000000;0,000000;3;1;Tourn‚e sur 2 jours avec r‚ception poutres BIS Mbo;Nuit … Kaolack ;;1;0
5220;23;2905;1;03/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5221;23;2905;1;04/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5222;23;2905;1;05/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5223;23;2905;1;06/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5224;23;2905;2;09/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5225;23;2685;2;09/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5226;23;2700;2;09/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5227;23;2905;2;10/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5228;23;2905;2;11/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5229;23;1737;2;11/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5231;23;2905;2;13/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5232;23;2905;3;16/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5233;23;2905;3;17/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5234;23;2905;3;18/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5235;23;2905;3;19/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5236;23;2905;3;20/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5237;23;2905;4;23/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5238;23;2905;4;24/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5239;23;2905;4;25/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5240;23;1737;4;25/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5241;23;2905;4;26/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5242;23;2905;4;27/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5243;23;2905;5;30/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5244;23;2905;5;31/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5245;53;2948;1;03/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5246;23;2905;48;01/12/2011;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5247;23;2905;48;02/12/2011;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5248;53;2948;2;13/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5249;53;2982;1;05/01/2012;;;;;0,000000;Voiture;0;0;;0,000000;PerdiŠme Afrique /Jour;0;0;;;;0,000000;0,000000;0,000000;2;2;01 Ing‚nieur Stagiaire;01 Ing‚nieur Stagiaire;;1;0
5250;53;2998;3;16/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5251;53;3006;3;18/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5252;53;482;3;18/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;Bollor‚ Africa Logistics;1;0
5253;53;2998;4;23/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;2;0;01 pour l'ing‚nieur stagiaire;;;1;0
5254;53;3006;4;24/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5255;53;2948;4;25/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;2;0;01 Ingenieur Stagiaire;;;1;0
5256;53;362;4;25/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5257;53;362;4;26/01/2012;;;;;0,000000;Forfaits d‚placements;0;2;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5258;53;482;4;26/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;SENCODE NGOR ALMADIES;1;0
5259;53;2998;4;27/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;2;0;01 Ing‚nieur stagiaire;;;1;0
5260;53;362;4;27/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5261;53;362;5;30/01/2012;;;;;0,000000;Forfaits d‚placements;0;3;"Transport satagiaire 
Transport achat de batterie";0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5262;53;362;5;31/01/2012;;;;;0,000000;Forfaits d‚placements;0;2;Transport stagiaire;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5263;53;2896;5;31/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;2;0;01 Ing‚nieur Stagiaire;;;1;0
5264;26;46;1;03/01/2012;;;;;0,000000;;0;0;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;9;5;;;;1;0
5265;26;2554;2;10/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5266;26;2594;2;11/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5267;26;2685;2;12/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5268;23;2905;49;05/12/2011;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5269;23;2905;49;06/12/2011;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5270;23;2905;49;07/12/2011;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5271;23;989;49;07/12/2011;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5272;23;2905;49;08/12/2011;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5273;23;2687;49;08/12/2011;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5274;23;2905;49;09/12/2011;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5275;23;2905;50;12/12/2011;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5276;23;2905;50;13/12/2011;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5277;23;2687;50;13/12/2011;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5278;23;54;50;13/12/2011;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5279;23;2905;50;14/12/2011;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5280;23;2905;50;15/12/2011;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5281;23;2905;50;16/12/2011;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5282;23;2905;51;19/12/2011;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5283;23;2905;51;20/12/2011;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5284;23;2905;51;21/12/2011;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5285;23;1737;51;21/12/2011;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
5286;23;2905;51;22/12/2011;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5287;23;2905;51;23/12/2011;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5288;23;2905;52;26/12/2011;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;1;0;;;;1;0
5289;26;2594;4;27/01/2012;;;;;0,000000;Forfaits d‚placements;0;1;;0,000000;;0;0;;;;0,000000;0,000000;0,000000;0;0;;;;1;0
